"x"
"1" NA
"2" NA
"3" NA
"4" NA
"5" NA
"6" NA
"7" NA
"8" NA
"9" NA
"10" NA
"11" "作者toolin (紅藍是世上最美的顏色)看板TWICE標題[閒聊] 又是我( ￣▽￣)σ送專時間Mon Jun 25 17:34:55 2018
→ EulerFormula: 定延<3 06/28 08:35
推 jackshadow: momo好美TAT 06/28 10:04
推 ocean33: 定延>///< 06/28 10:39
推 Gaex: 推! 今天都是黑色系XD 06/28 10:39
→ ocean33: 覺得定延穿Momo那套應該也很美 06/28 10:40
推 WLR: Momo這身真好看 06/28 10:43
→ PinkBnN: Momo全身那張真的好好看 想念momo長髮的樣子 06/28 11:43
→ PinkBnN: 三歲那張越看越可怕XDDDDDDDD 06/28 11:44
推 satzu0627: 很美！！！ 06/28 18:56
推 needshe520: 這到底什麼概念... 06/28 19:14
推 ktvno1: MoMo好看耶 06/28 22:00
推 joyce31022: Momo好美啊 06/29 23:44
"
"39" NA
"40" NA
"41" "作者lovelyhan (老人膝蓋老人腰)看板TWICE標題[閒聊] 請問一個日本LINE的日文VLIVE時間Thu Jun 28 03:47:33 2018

剛剛在看老師君主+TWICE的MV時
看到底下影片有一個應該是日本LINE三人用日文聊天的VLIVE
想請問是否有VLIVE連結或是有中翻過的版本嗎？
看SANA在那邊講的很開心就很好奇她在講什麼XD
不論韓文或是日文，SANA都可以像機關槍一樣連珠砲
實在是太強了XDD   NO SANA NO LIFE！！

https://youtu.be/78PNS8mMGqI

感謝ONCE指點迷津！

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 61.224.50.116
※ 文章網址: https://www.ptt.cc/bbs/TWICE/M.1530128855.A.55D.html
※ 編輯: lovelyhan (61.224.50.116), 06/28/2018 03:48:34
推 sheistheone: 文章 #1R7dNwwc 有很多部 06/28 03:50
→ sheistheone: 因為斷了好幾次XDDDD 06/28 03:51
→ lovelyhan: 感謝一樓！ 06/28 04:00
推 fs10431: 這個也算是最近的~ 06/28 08:38
推 sol785632: http://www.bilibili.com/video/av24742907 06/28 10:13
推 wu9883005: 現在VLIVE上就有中字了阿，這是最近的 06/28 11:48
→ wu9883005: http://www.vlive.tv/video/75317 06/28 11:49
推 garyqbs: Vlive通常一兩天就會有中字了 06/28 13:23
推 chienliang7: 他們都用關西腔耶哈哈 超可愛XD 06/28 17:23
"
"42" NA
"43" NA
"44" "作者chaechae (蔡贏)看板TWICE標題[新聞] 竹內涼真及濱邊美波 如願與TWICE共舞時間Thu Jun 28 09:17:39 2018

媒體名稱：大紀元

新聞連結：http://www.epochtimes.com/b5/18/6/27/n10516369.htm

記者姓名：曾薇心

新聞全文：

http://i.epochtimes.com/assets/uploads/2018/06/180627022136100707-600x400.jpg

竹內涼真如願與TWICE一起跳舞。

【大紀元2018年06月27日訊】（大紀元記者曾薇心編譯報導）上月30日， TWICE及日本
人氣演員竹內涼真、濱邊美波宣布，電影《老師君主》主題曲《I WANT YOU BACK》將由
TWICE演唱。兩位人氣演員當時也都表示，希望能有機會與TWICE一起跳舞，今（27）日電
影公司公開了兩人「願望成真」的影片。

由漫畫改編的電影《老師君主》，是由演出過《過保護小姐》等人氣日劇的竹內涼真擔任
男主角，女主角則由主演過《我想吃掉你的胰臟》的濱邊美波飾演。在宣布《老師君主》
的主題曲《I WANT YOU BACK》由TWICE演唱後，兩人也難掩喜悅。

竹內涼真當時曾透露，由於自己在家也會和家人一起聽TWICE的歌，所以得知此消息時「
非常開心」。此外，竹內涼真及濱邊美波當時都談及，希望有機會能與TWICE一起跳舞。

因此，今日電影公司公開《老師君主》主要演員與TWICE一起跳《I WANT YOU BACK》的MV
，也引發關注。由於竹內涼真在日本曾拍過唱歌的廣告大秀歌藝，本次又透過與TWICE合
作展現舞技，也獲得粉絲好評。

除了竹內涼真與濱邊美波，同樣演出該電影的川榮李奈及佐藤大樹也於該MV中與TWICE一
起跳舞。日媒「MANTAN」報導，濱邊美波透露自己不擅長舞蹈，對此一直感到不安，但
TWICE成員們都很親切地教她，因此自己也跳得很開心。

TWICE成員們對於本次的合作，表示「能夠與演員們一起拍攝MV，真的是很寶貴的經驗，
同時也很開心，會成為一輩子難忘的回憶」。成員們也表示自己的歌首度被選作電影主題
曲，讓她們感到很光榮。

另外，TWICE將在7月9日發行第二張韓文特別專輯《Summer Nights》，以主打歌《Dance
The Night Away》回歸韓國舞台，並將於9月12日發行首張日文正規專輯《BDZ》，該專輯
也將收錄《I WANT YOU BACK》等歌曲。

https://youtu.be/t_HKBOv_YpI

-----------------------------------------------

另補充Oricon新聞及部分翻譯

https://www.oricon.co.jp/news/2114403/full/

由亞洲9人女子團體<U+30FB>TWICE演唱的電影『老師君主』（8月1日上映）的主題歌「I WANT
YOU BACK」的special MV在27公開。“想著一定要和TWICE一起跳舞”主演竹內涼真這麼
說到、女主角濱邊美波也將登場、和TWICE一起展示可愛的舞蹈。

■竹內涼真comment
因為我是第一次嘗試跳舞所以很擔心會不會出錯，但是一旦跳起來之後就和TWICE一起融
入了氛圍裡，特別開心。想要像TWICE教我的那樣可愛地跳舞。

■濱邊美波comment
我很不擅長跳舞，但是多虧了TWICE很親切地教了我，我才能夠愉快地跳舞。希望大家能
一邊進入『老師君主』的電影的世界和TWICE的音樂、還有TWICE的世界，一邊開心地看電
影。

■佐藤大樹comment
TWICE非常非常可愛，最讓我震驚的是她們一厘米都不差的完美隊形，讓我更喜歡TWICE了
。

■川榮李奈comment
我經常會看TWICE的MV，從中學到了很多。TWICE的粉絲們如果能看到這個影片，並且覺得
“對電影也有點興趣呢，去看看吧”的話，真的非常開心。請一定要去電影院哦！

■TWICE
第一次將我們的歌曲擔任電影的主題曲非常的光榮，能和主演的各位一起拍MV，是非常貴
重的體驗，很開心。成為了一生都難以忘懷的美好回憶。大家都很好的記住了編舞的舞步
，被震驚了呢。真的很可愛並且努力的一起跳著讓我們很感動！
成員和主演分隊跳舞的場景也有，有沒有默契的完成可愛的表演呢。這次舞蹈有「bang的
狙擊老師心臟」的女主人公形象的編舞特點。請大家多多模仿哦！

翻譯：soyu/森林
(PineconeSana中文首站)

6/27經HowWhy99版主審核通過

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 140.112.69.32
※ 文章網址: https://www.ptt.cc/bbs/TWICE/M.1530148662.A.79F.html
推 pointer258: 推翻譯 推審核（？ 06/28 09:22
→ wumayzi: 中文新聞需要經過審核才能張貼，板規爺爺說的 06/28 09:38
推 raxt577: 推 06/28 10:25
推 tim24262426: 推 06/28 10:35
推 shwd: 推 06/28 12:01
推 babun: 推 06/28 12:05
推 garyqbs: 大發 06/28 14:14
推 areett: http://i.imgur.com/7v5c3U4.jpg 06/28 14:52
"
"45" NA
"46" NA
"47" "作者d00687 (DADA)看板TWICE標題[情報] 180628 TWICE Summer Nights TRACKLIST時間Thu Jun 28 11:00:13 2018
TWICE Summer Nights TRACKLIST

https://i.imgur.com/NmbYB0z.jpg
https://i.imgur.com/tsMnGqS.jpg
https://i.imgur.com/UYCIpdu.jpg

1. Dance The Night Away [Title]

作詞: 輝晟 (REALSLOW)
作曲: Anne Judith Stokke Wik, Jonatan Gusmark & Ludvig Evers a.k.a Moonshine,
      Moa Anna Carlebecker Forsell a.k.a Cazzi Opeia, Seung Eun Oh,
      Andreas Baertels
編曲: Jonatan Gusmark & Ludvig Evers a.k.a Moonshine

2. CHILLAX 

作詞: 星群的戰爭 * (GALACTIKA *)
作曲: Lee Woo Min \"collapsedone\", Valeria Del Prete
編曲: Lee Woo Min \"collapsedone\"

3. Shot thru the heart

作詞: MOMO, SANA, MINA
作曲: David Anthony Eames, Sophie White, Amy Richardson, Mayu Wakisaka
編曲: David Anthony Eames

4. What Is Love?

作詞: J.Y.Park \"The Asiansoul\"
作曲: J.Y.Park \"The Asiansoul\"
編曲: Lee Woo Min \"collapsedone\"

5. SWEET TALKER

作詞: 定延、彩瑛
作曲: Erik Lidbom, MLC, Julie Yu
編曲: Erik Lidbom for Hitfire Production

6. HO!

作詞: 志效
作曲: Micky Blue, THE ELEV3N, Joren Van Der Voort
編曲: THE ELEV3N

7. DEJAVU

作詞: Chloe
作曲: Hayley Aitken, Jan Hallvard Larsen, Eirik Johansen,
      Anne Judith Stokke Wik, Ronny Vidar Svendsen, Nermin Harambasic
編曲: Hayley Aitken, Jan Hallvard Larsen, Eirik Johansen,
      Anne Judith Stokke Wik, Ronny Vidar Svendsen, Nermin Harambasic

8. Say Yes

作詞: Lee Joo Hyung (Monotree)
作曲: Lee Joo Hyung (Monotree)
編曲: Lee Joo Hyung (Monotree)

9. STUCK

作詞: 星群的戰爭 * (GALACTIKA *)
作曲: FRANTS, Valeria Del Prete, Sean Alexander
編曲: FRANTS, AVENUE 52

來源: https://goo.gl/i4WAk5
      https://goo.gl/RtLMth
      https://goo.gl/N8j2u8 (@jypnation)
      https://goo.gl/13jV5A
      https://goo.gl/m5dhbf
      https://goo.gl/ehh7Zq (@JYPETWICE)

--

TWICE
THE 2ND SPECIAL ALBUM
Summer Nights

PRE-ORDER STARTS
2018.06.25. MON.

Dance The Night Away
2018.07.09 6PM

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 218.161.46.151
※ 文章網址: https://www.ptt.cc/bbs/TWICE/M.1530154816.A.F9F.html
推 baileygisys: 先推個～ 06/28 11:01
推 blue0622: 三首新歌！！！ 06/28 11:01
推 pinkcircleee: 推 06/28 11:02
推 tycousin: 推 06/28 11:02
推 snio2427: `!`!`! 06/28 11:02
推 Khadijah: 三首新歌！ 06/28 11:02
推 Gaex: 三首新歌! 好期待XD 06/28 11:03
推 z2004hume: 哇 3首耶 比想像中多1首 06/28 11:03
推 hsukai: 本來還期待有無人聲版的 06/28 11:03
推 ce115225: 推!!期待!! 06/28 11:03
推 Totoro0802: 推了 06/28 11:03
推 cao666: 這次專輯有三首真的很用心@[email<U+00A0>protected] 06/28 11:04
推 oooo87: 推 06/28 11:04
推 vjr964040: 3首！ 06/28 11:05
推 Ningvolley: 輝晟是我想的那個輝晟嗎！？！！ 06/28 11:05
推 vjr964040: 我說那個抒情版WIL呢...QQ 06/28 11:06
推 Shine2552: 忘記在哪邊看到的 好像是成員們有說主打歌是特別的人寫 06/28 11:06
→ Shine2552: 給她們的？ 06/28 11:06
推 kyuketuhime: 好像就是那位輝晟 安堆哪擁～(喂 06/28 11:07
推 elley504: 推!!!! 06/28 11:09
→ mp3w69: 哇!! 安堆哪優~ 原來MOMO那時候是在爆料 XD 06/28 11:10
推 hyscout: realslow 06/28 11:10
推 fullsorry: 求科普!? 06/28 11:11
推 snio2427: 安堆哪優 是啥? 06/28 11:11
推 tycousin: 竟然是輝晟! 06/28 11:11
推 ce115225: 哇 沒想到XDD 06/28 11:11
推 dgujgodream: ！！ 06/28 11:12
推 TExpress: 輝晟欸欸欸！？ 06/28 11:13
推 mp3w69: http://www.vlive.tv/video/76013 11:56  MOMO XDDDD 06/28 11:13
推 dg7158: 看來真的是那位無誤了 06/28 11:14
推 kyuketuhime: 安堆哪擁～那首就是金永哲改編輝晟的2002年主打歌曲 06/28 11:14
推 Ningvolley: 作曲的MOONSHINE 好像是寫peek a boo跟kokobop的人 06/28 11:18
推 hsukai: 這次STUCK沒有CD only了所以海外應該會上架吧！ 06/28 11:21
推 sss10228: 第2 3首還空著 好想知道啊啊啊 06/28 11:22
推 oncemaggie: 三首新歌!! 06/28 11:24
推 aliceliu333: 輝晟！！！他的歌很好聽的說 06/28 11:26
推 vveva: 推推 新歌比預期中多一首XD 06/28 11:29
推 wangwu9012: 三首新歌!!!!!! 06/28 11:32
推 u6fm3: 好讚！！！ 06/28 11:34
推 wty84136: 哇啊啊 06/28 11:39
推 sol785632: 有猜到三首新歌 不過沒想到是3+6 原本想說可能收錄曲不 06/28 11:39
→ sol785632: 會全放 06/28 11:39
推 PinkBnN: 三首新歌啊啊啊啊 買買買都買！ 06/28 11:42
推 eddyyu: 這次專輯超值! 06/28 11:45
推 niiiiina: 三首！好期待～ 06/28 11:47
推 starbacker: 特別專和後續專好像只是出專時間間格差別 06/28 11:49
推 xxxangoy: 推推 06/28 11:50
推 ghost0119: 有三首新歌～～ 06/28 11:54
推 shwd: 推~ 06/28 12:06
推 tycousin: 特別專和後續專的差別是版本，兩個版本兩首新歌，三個 06/28 12:12
→ tycousin: 版本三首新歌 XDDDD 06/28 12:12
推 pointer258: 特別專=後續專+一首 06/28 12:16
推 ewq650719: 推 06/28 12:26
推 enjoy31401: 推！ 06/28 12:28
推 ronald000: 推！ 06/28 12:28
推 PROMAC: 作曲好多人 期待2 3 公布 06/28 13:11
推 garyqbs: 三首新歌讚!! 06/28 13:19
→ garyqbs: 輝晟那個是什麼梗不是很懂啊 06/28 13:20
推 imhuahua: 難怪娜璉會說MOMO在透露XD 期待兩首收錄會有成員作詞～ 06/28 13:24
推 PROMAC: https://youtu.be/zYkLgxkXUB8?t=29s 06/28 13:40
→ PROMAC: momo唱的就是這次主打作詞者這句XD 06/28 13:40
→ unlimted: 永哲是找輝晟唱開頭 算是輝晟被模仿的標誌也是歌曲點 06/28 13:41
推 ilGroundhog: 還以為會有WIL抒情版...三首也不錯了 06/28 13:57
推 garyqbs: 原來如此,謝解答 06/28 14:16
→ garyqbs: 作曲人好多 06/28 14:16
推 garyqbs: 越來越期待主打歌了 06/28 14:50
推 OoJudyoO: 推 06/28 15:27
推 minne96: 居然是輝晟寫詞！！！！！好期待 06/28 15:29
推 alice781110: 三首!!!! 06/28 15:39
推 kuochieh: 三首！這誠意好棒 三個版本買起來！！！ 06/28 16:26
推 smile00823: 竟然是輝晟 好期待！！ 06/28 17:35
推 miwy: 輝晟 安堆哪優 原曲 https://youtu.be/1Wlu9tDoHZE 06/28 17:37
→ miwy: 永哲跟輝晟的合作曲 Andenayo https://youtu.be/zYkLgxkXUB8 06/28 17:38
→ miwy: 因為都有輝晟的參與 也都有安對哪優 所以是爆雷喔 06/28 17:40
推 ezorange: 推 06/28 18:30
推 ymax36050: 作曲好多人啊 06/28 19:57
推 orangeonly: 推 06/28 20:43
推 ansticelove: 推~ 06/28 21:43
推 oncemaggie: 作曲好多人 06/28 23:11
推 Tamo52833: 推推~ 06/29 01:48
推 Shine2552: 第三首填詞人 暫時不公開嗎？ 06/29 11:09
沒意外明天同一時間公開
推 vjr964040: 真的沒有WIL抒情版  讓我崩潰一下QQQQ 06/29 12:19
→ elvissu: 本來就說演唱會限定啦 06/29 12:42
推 vjr964040: 哪邊有說過!? 06/29 13:37
→ vjr964040: 我錯過什麼了嗎..? 06/29 13:37
推 imhuahua: MiSaMo！！！ 06/30 11:01
→ pointer258: MiSaMo！！邦邦邦！！邦邦邦！！ 06/30 11:05
推 smile00823: MISAMO!!!!!!! 06/30 11:08
※ 編輯: d00687 (27.147.2.54), 06/30/2018 11:19:09
推 aa03406856: 日本line作詞啊！！！！ 06/30 11:26
推 shwd: Sana: Say Mi Sa Mo! 06/30 12:06
推 elvissu: 忘記來源了 但我依稀記得是在某個推特看到的 06/30 16:15
"
"48" NA
"49" NA
"50" "作者Lynn957 (957)看板TWICE標題[影音] 180628 TWICE JAPAN DEBUT 1周年 感謝<U+30B3><U+30E1><U+30F3><U+30C8>時間Thu Jun 28 11:12:48 2018
TWICE JAPAN DEBUT 1周年 感謝<U+30B3><U+30E1><U+30F3><U+30C8>

https://youtu.be/8YFOQjIHoa4


TWICE JAPAN DEBUT 1st Anniversary SPECIAL SITE OPEN!
http://www.twicejapan.com/feature/1staniv

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 114.39.120.65
※ 文章網址: https://www.ptt.cc/bbs/TWICE/M.1530155571.A.EE2.html
推 AkiRyou: 日本出道ㄧ週年粗卡！ 06/28 11:16
→ AkiRyou: http://www.twicejapan.com/feature/1staniv 06/28 11:16
推 bersor870303: 一週年粗卡 06/28 11:16
推 hanya98: 三歲的手，依然不安份 哈哈哈 06/28 11:17
→ AkiRyou: 日官網有一週年成員感謝信和新週邊 06/28 11:17
推 kyuketuhime: 成員穿的T-shirt上面還有別著代表物徽章跟罐頭徽章XD 06/28 11:20
推 snio2427: 三歲Momo XDDY 06/28 11:20
推 twkian22: 依然等好心人中翻~ 06/28 11:22
推 st40182: 時間過得好快，不知不覺就一周年了 06/28 11:22
推 stu2705: 一週年粗卡 06/28 11:26
※ 編輯: Lynn957 (114.39.120.65), 06/28/2018 11:31:52
推 Jsnailzz: 三歲壞手哈哈 06/28 11:32
→ wangwu9012: 日本出道一週年快樂!!! 06/28 11:33
推 xxxangoy: 粗卡！ 06/28 11:52
推 youqz057: 日本出道一周年粗卡~!! 然後祝我生日快樂XDD 06/28 12:02
推 rohan0615: 日本出道一周年快樂!! 06/28 12:03
推 lion523: 推～～稍微翻了一下內容！ 06/28 12:06
→ lion523: https://i.imgur.com/qlDYXo0.jpg 06/28 12:06
→ lion523: 日本出道一周年快樂！！！ 06/28 12:07
推 x578521: 子瑜的字很好看耶 06/28 12:10
推 shwd: 娜MoSa三隻好鬧XD 06/28 12:16
推 beejoe: Mina發言中 (調大喇叭音量) 06/28 12:21
推 pointer258: 感覺前面有小抄XD視線很微妙 06/28 12:21
推 raxt577: 日本出道一週年粗卡~~ 06/28 12:35
推 ce115225: 日本出道一周年粗卡~~ 06/28 13:01
推 gundam00: 三歲的字也太歪...XD Mina的字很好看 06/28 13:06
推 Gaex: 日本出道一週年粗卡! 06/28 13:39
推 garyqbs: 日本出道ㄧ週年粗卡！! 06/28 14:20
→ garyqbs: y大生日快樂 06/28 14:24
→ garyqbs: Mina音量調大+1 06/28 17:03
"
"51" NA
"52" NA
"53" "作者wumayzi (mayzi)看板TWICE標題[情報] TWICE JAPAN DEBUT 1周年周邊時間Thu Jun 28 11:45:08 2018
為慶祝TWICE 日本出道滿一周年
出了三款新周邊

1.行李箱(約25吋~26吋)
https://i.imgur.com/Ksb5hpf.png

【購買資格】一般大眾
【網址】
https://store.wmg.jp/shop/twice/detail.php?goods_id=465

2.托特包
【購買資格】ONCE JAPAN會員限定
【網址】
https://store.emtg.jp/oncejapan/products/detail.php?product_id=15463

3.大毛巾
【購買資格】ONCE JAPAN會員限定
【網址】
https://store.emtg.jp/oncejapan/products/detail.php?product_id=15464

以上資料來源：
http://www.twicejapan.com/feature/1staniv

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 114.41.141.212
※ 文章網址: https://www.ptt.cc/bbs/TWICE/M.1530157513.A.8E2.html
推 PinkBnN: 週邊居然出行李箱.....XDDDDDD 06/28 11:47
推 HowWhy99: 生活週邊都可以賣了 XD 06/28 11:48
推 niiiiina: 覺得行李箱超棒的!好實用 06/28 11:49
→ starbacker: 為常出國的once著想  XDD 06/28 11:51
推 popo60312: 出行李箱是打算讓once跟著飛嗎XD 06/28 11:57
推 winnie759281: 毛巾是大毛巾喔 06/28 11:59
推 shihyanyu: 行李箱就全黑嗎@@? 上面找不到LOGO或是其他象徵 06/28 12:01
不是全黑，有個低調的TWICE LOGO，點進去網址可以看得更清楚

推 PikaONCE: 居然行李箱也出了O_O 06/28 12:01
推 SLSARAH: 回S大 仔細看圖行李箱上有TWICE的logo哦XD 06/28 12:03
推 ben39: 哇.. 竟然是行李箱 太燒了吧 06/28 12:09
※ 編輯: wumayzi (114.41.141.212), 06/28/2018 12:11:09
推 katheri: 行李箱也太猛XDDDD 06/28 12:13
推 arpp5833: 以後出國看TWICE演唱會就可以用行李箱 好貼心（？ 06/28 12:13
推 kop88205: 哇塞  真的要變Twice五金行了 06/28 12:22
推 crazywing: 最近才想買個行李箱 結果就來這個 XDD 06/28 12:38
推 lintwtw: 行李箱！感覺如果是演唱會前後在機場會一直撞行李XDD 06/28 12:42
→ lintwtw: 好想要行李箱～ 06/28 12:42
→ kevin74105: 以後路上找同伴比較方便? 06/28 12:51
推 shihyanyu: TWICE的行李箱真的太燒 XDDDD 06/28 12:56
推 winnie759281: 毛巾材質是棉100%而且是日本製!!太好了我可以買了 06/28 13:00
→ winnie759281: 本來還在擔心材質...純棉就衝了 06/28 13:00
推 garyqbs: 推大毛巾 Twice生活用品店 06/28 13:27
→ winnie759281: 買生活用品覺得很值得阿!! 06/28 13:51
推 wu9883005: 很貼心~怕有些ONCE害羞 行李箱Logo 很低調 06/28 14:48
推 wu9883005: 方便ONCE互相搭訕(X 06/28 14:51
推 starbacker: 很想要行李箱，不過運費.....     = = 06/28 16:28
→ wumayzi: 很想跟日本公司洽談，能不能湊數量進個貨櫃XDD 06/28 16:37
→ garyqbs: 歪樓~記得以前有看過板友貼日本男團專輯+周邊套裝是一整 06/28 17:05
→ garyqbs: 個卡車貨櫃 06/28 17:05
推 yucieting: 搬專用行李箱的概念 06/28 19:06
推 ymax36050: 以後買周邊都要拖專用行李箱去才夠了 06/28 19:43
推 ymax36050: 而且這logo低調的恰到好處  有燒掉 可是運費QQ 06/28 19:46
推 EVA1125ONCE: 帶這行李箱出國看演唱會會一直撞箱吧XDDD 06/28 20:10
推 garyqbs: 行李箱裝行李(X 搬專(O 06/28 20:16
→ js52666: 行李箱更好裝(？ 06/28 21:20
推 ymax36050: 以後就可以出一箱專輯加行李箱的套裝了 06/28 21:36
推 ymax36050: 不知道這會賣多久 有沒有機會去日巡的時候買 06/28 21:38
推 Cristalis: 請問不是ONCE JP會員的話要怎麼買 想要毛巾 =///= 06/29 01:05
→ winnie759281: 樓上,只能請有會員的代購了..因為是會員限定 06/29 09:09
推 PaganTsai: 會有搬專專用的夾層可以加購嗎 06/29 12:05
推 MushroomMate: 有點想要行李箱欸…… 06/29 12:56
"
"54" NA
"55" NA
"56" "作者Nokia33l0 (　)看板TWICE標題Re: [影音] TWICE JAPAN DEBUT 1周年 感謝<U+30B3><U+30E1><U+30F3><U+30C8>時間Thu Jun 28 12:49:04 2018
翻譯個小卡

如果有翻錯煩請告知 感謝



1.娜璉

https://i.imgur.com/OxnimQz.jpg

6月28日是TWICE日本出道一周年的日子!

與ONCE一起度過的365天每天都很興奮!

從今以後也想跟ONCE一起創造更多令人怦然心動的回憶~

感謝ONCE能陪伴在我身旁 <3


2.定延

https://i.imgur.com/TWtaffv.jpg

今天是TWICE日本出道一周年

#TWICE , One More Time , Candy Pop , Wake Me Up

感謝大家這麼喜歡我們的歌 <3

從今以後也會帶給ONCE更多好聽的歌 :D


3.MOMO

https://i.imgur.com/hzcUjcA.jpg

第一次的CD 第一次的音樂節目表演 第一次的演唱會

全部的第一次都在去年平安地結束了

感謝大家陪著TWICE參與了這些第一次

我不會忘記初心 從今以後加油加油加油!!  ONCE <3 愛你唷 :)


4.SANA

https://i.imgur.com/8dTbL2s.jpg

跟ONCE一起慶祝日本出道一周年真的非常幸福 >< <3

感謝大家這麼愛TWICE! <3

最喜歡的ONCE!!! 從今以後也要一~~~~~~~~~~~直跟我們一起慶祝好嗎?  <3


5.志效

https://i.imgur.com/zIanlvZ.jpg

從日本出道開始已經經過一年了!! <3

ONCE和TWICE從今以後還有很多美好的未來正等著我們

所以比起「已經過了一年」 我想應該是 「竟然才一年」!!  >_<

(中間這句怎麼翻怎麼怪 跪求神人指點)

經由st40182大大指正 此處翻譯更正為:

不要去想著TWICE和ONCE「已經1年」

從今以後還有很多美好的未來正等著我們

所以更應該覺得是「還有1年」


ONCE 從今以後以後請多多指教!


6.MINA

https://i.imgur.com/h3huPm0.jpg

今天是  TWICE  日本  出道  一周年!!

「謝謝大家」等言語不足與表達我心中的感謝之意

但是我真的非常非常感謝大家!!

感謝ONCE一直以來對我們的加油打氣一直支持我們 <3


7.多賢

https://i.imgur.com/610ZrXL.jpg

ONCE一直以來謝謝你們<3

用ONCE的應援和笑容來迎接TWICE的出道一周年

從今以後我也會用我更多的笑容當作禮物送給ONCE!

我們元氣的來源 ONCE <3

從今以後請多多指教


8.彩瑛

https://i.imgur.com/JSl8ro0.jpg

因為有ONCE的支持 今天迎來了日本出道一周年

好像在作夢一樣<3

希望我們的夢想能夠一起實現

感謝大家<3

我們也希望ONCE的夢想能實現! :-)


9.子瑜

https://i.imgur.com/sgDgQc6.jpg

祝!  TWICE出道一周年!  祝

但是 這並不是終點 不如說 現在才正要開始呢!

ONCE 目標東京巨蛋 一起向前衝阿!!






有翻錯再跟我說 感恩><


--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 112.104.176.96
※ 文章網址: https://www.ptt.cc/bbs/TWICE/M.1530161346.A.661.html
推 chyo1574: 推 06/28 12:56
→ shihyanyu: 感謝翻譯!!!! 06/28 12:57
推 wl03020349: 推 06/28 12:57
推 QT1020: 嗯...中文字真的很難寫呢 韓國成員的字都好像小學生XD 06/28 12:57
推 twkian22: 感謝翻譯推~ 06/28 13:00
推 shihyanyu: 推推推 06/28 13:00
推 ce115225: 推感謝翻譯~ 06/28 13:04
推 timall512141: 子瑜跟MOMO的漢字最好看XD SANA漢字意外普普 06/28 13:10
推 SLSARAH: 韓國成員的漢字太可愛了XDD 06/28 13:10
推 eddyyu: 明顯看出三國寫字習慣差異XD 06/28 13:17
推 imhuahua: 推推～感謝翻譯 06/28 13:18
推 metro721: 多賢寫得還不錯 06/28 13:21
推 WLR: 推翻譯 06/28 13:21
推 aa8318800: 哦哦哦哦～子瑜最後一句感覺就會實現 跟小隊的許願一 06/28 13:21
→ aa8318800: 樣XD 06/28 13:21
推 sea456123: 感謝翻譯 06/28 13:22
推 xxxangoy: 推推 06/28 13:23
推 lion523: 覺得Mina的字超級美！ 06/28 13:24
推 vjr964040: 推~~ 06/28 13:44
→ wangwu9012: 推!!!忙內許願啦!!! 06/28 13:55
推 garyqbs: 感謝翻譯!! 終於看懂了~ 06/28 14:22
推 niiiiina: 小隊跟豆腐的字滿好看的～ 06/28 14:33
推 grapeman: 想不到忙內會許這個願 該不會已經有規劃 不小心透露嗎XD 06/28 14:35
推 a1102311131: 哇 忙內許願了！ 06/28 14:43
推 ilGroundhog: 子瑜字最好看呢...沒想到 sana寫書法記得很厲害 好像 06/28 14:49
→ ilGroundhog: 普通書寫沒這麼好 06/28 14:49
推 rohan0615: 推推孩子們～ 06/28 14:58
推 garyqbs: 子瑜字好好看啊 06/28 14:59
推 u6fm3: 覺得外國成員的字比日本成員的字好認XD MOMO的<U+3066>都好小XDD 06/28 15:01
→ u6fm3: D MINA的字還蠻清楚的 06/28 15:01
推 Jsnailzz: Mina志效字體跟音量成正比 06/28 15:11
推 lesliedj: 三歲也是啊...XDDDD 06/28 15:26
推 PinkBnN: Mina的字極美啊~~~~~~ 06/28 15:30
推 mickylin: sana 字體比較草，但是還是好看的。子瑜真的是意外比以 06/28 15:41
→ mickylin: 前好看 06/28 15:41
推 wj1417: 推用心翻譯 06/28 15:49
推 Moneysteven: 推。感謝翻譯。 06/28 16:10
推 nickyang20: 感謝翻譯！ 06/28 16:17
推 sheistheone: 字體音量成正比XDDDDDDDDD 06/28 16:17
推 garyqbs: Mina音量調大+1 06/28 16:55
推 ayumi0128: 子瑜寫得真好看欸。 06/28 17:01
→ garyqbs: 我推錯樓 06/28 17:03
推 onebuck: 巨蛋衝啊 06/28 17:09
推 Keney99: 感謝翻譯 06/28 17:48
推 choutzu: 記得以前看過子瑜寫的字就蠻好看的 06/28 17:56
推 alice41336a: 韓國line和外國line字跡明顯有差異 wwwwww 06/28 18:06
推 kyuketuhime: 記得看過節目裡面有提到子瑜的字跡類似宮書體 好看 06/28 18:09
推 whoami860506: Mina的字小巧可愛 06/28 18:10
→ Nokia33l0: 啊... 發現翻錯一個小地方 回家用電腦改 06/28 19:17
